$C_S$,$C_T$
0.594138306036202,-4.979773663919916
0.5941006452399384,-4.979727783728592
0.5941553182322103,-4.979734138223086
0.5941431062579949,-4.979724637611093
0.5941047568537696,-4.979812325341816
0.5941360251344765,-4.979743879187722
0.5941302440665988,-4.9797140954953365
0.594140399868313,-4.979716678347329
0.5941439425427377,-4.9797619624911835
0.5941371679751142,-4.979745362678253
0.5941496876555692,-4.9797021819229865
0.5941581322247231,-4.979775688643269
0.5941127858887034,-4.979703195452246
0.5941584072909005,-4.979708775023503
0.5941447467701353,-4.979595106944038
0.5941402947765622,-4.979719793110387
0.5941367875910302,-4.979755417912846
0.5941568646057109,-4.979701619649282
0.5941424668047248,-4.979696669275871
0.5941444457790488,-4.97972930877226
0.5941583016599943,-4.979772747570505
0.5941240515945008,-4.979786150983193
0.5941555453095193,-4.979699461633102
0.5941548600159943,-4.97969738022501
0.5941590471306173,-4.979674431167984
0.5941609283226541,-4.979672961029371
0.5941695502587909,-4.979685832806392
0.5941621346409529,-4.979631433193186
0.5941643423555327,-4.9796984478027815
0.5941753757431394,-4.979589189117469
0.5941462944594806,-4.979757734081429
0.5941323940431922,-4.979723046096471
0.5941603389876642,-4.979678655310075
0.5941434212242813,-4.97972467440617
0.5941501135639831,-4.979731951855891
0.5941603409875105,-4.979614376180335
0.5941466699445548,-4.9797250251494445
0.594143245690878,-4.9797244418772735
0.5941622110560352,-4.9797033922377585
0.5941620815347128,-4.979738554129921
0.594098540774538,-4.979817084942945
0.5941297308867008,-4.979729930150826
0.5941222979361656,-4.979768207410409
0.594174824243183,-4.979713681397714
0.5941160336938511,-4.979791207190772
0.5941800673786832,-4.979655604440219
0.5941416390200731,-4.9797452545357626
0.5941332263465366,-4.979751010159368
0.572578999104066,-4.966016566227881
0.5941454127428794,-4.979682026380976
0.5941897030237069,-4.979651675163458
0.5941457690257479,-4.979740412204442
0.594154308204383,-4.979670219549434
0.5941872779819359,-4.979610586430813
0.59420915644539,-4.979567159490696
0.5941580797037243,-4.979737284404754
0.5941424889655662,-4.979735016141682
0.5941713220412956,-4.979678456099616
0.5941832673698821,-4.979715183694782
0.5941533264125933,-4.979719067944978
0.5941377413496103,-4.979730714521354
0.5944794515688769,-4.978359178403682
0.5940978105187733,-4.979752713440084
0.594169456107281,-4.9797214453916485
0.5941356251210643,-4.9797260559494525
0.5941530441148677,-4.9796665654754175
0.5941537145044142,-4.979700159639318
0.5941760217442189,-4.979721017069701
0.5941605962453977,-4.979687767645446
0.5940950955273878,-4.979807605912097
0.5941382943857143,-4.979777112936823
0.5941602412817635,-4.979726395821724
0.5941445719143146,-4.979764371706654
0.5941402157165105,-4.979779780032221
0.5941372962598268,-4.979749665075933
0.5941320489089381,-4.9798188369385175
0.594178451540236,-4.979593183976855
