$c0c0$,$c0c1$
-4.385493451499345,-6.762080886905323
-4.385493350908427,-6.76207281363993
-4.385564435474021,-6.762109175767467
-4.385594397380856,-6.762165733759812
-4.3734013705985255,-6.769462523877091
-4.385498310211449,-6.762101251757661
-4.385646050961772,-6.762144810070253
-4.385500624888748,-6.762194172240044
-4.385509754044892,-6.762141185520241
-4.385578452585905,-6.762143741734061
-4.385624889136445,-6.762085024355555
-4.385531869181556,-6.762067608248569
-4.385495294214701,-6.762124334863432
-4.385561431675931,-6.762086269480648
-4.38560624036005,-6.762142343781334
-4.385523356082274,-6.7621094752688204
-4.385409595638702,-6.762167782573636
-4.385603278787307,-6.762171916065213
-4.385511467754173,-6.762158346483619
-4.385590883188822,-6.7621145274795245
-4.385486430189487,-6.762126790649109
-4.383696896116259,-6.76347891213398
-4.38537770526795,-6.762150542050649
-4.385585004009226,-6.762206704607124
-4.385527319587884,-6.7622297972589696
-4.385518652236323,-6.762134428282477
-4.38543986217962,-6.762193477648218
-4.358493363026832,-6.75759705006478
-4.3854169461805315,-6.762193892527744
-4.385469747128476,-6.762144661537216
-4.385460736621849,-6.762149064148971
-4.385516201578043,-6.762163335585652
-4.385454088894824,-6.762170570862919
-4.385481272188711,-6.76214858124358
-4.369136629025588,-6.801569887186711
-4.385630760885633,-6.762155824664695
-4.385754827327057,-6.762165365321581
-4.385704531723019,-6.762185503027901
-4.38548430159748,-6.7622494525534504
-4.385645209454113,-6.762180143209484
-4.385591644470914,-6.762048797009171
-4.3856157228340225,-6.762042334453133
-4.385505411184785,-6.762133003015511
-4.3854947504445745,-6.7621555262805355
-4.385416323609564,-6.762095361333493
-4.3854960123623465,-6.762196218652592
-4.385478934191542,-6.762142430942954
-4.385557649155886,-6.762186735078684
-4.3856166118943625,-6.762159516890799
-4.385438212536032,-6.7620909915249685
-4.385453674437164,-6.762163096333369
-4.385604513874264,-6.762255136931503
-4.385594209471947,-6.7621264161331
-4.3856850089008645,-6.762084379562212
-4.38556408881582,-6.7621664725946395
-4.385451747861087,-6.762129136139351
-4.385667783049941,-6.7622213439154395
-4.3856490964333075,-6.762163508422581
-4.3855187462546885,-6.762168137955387
-4.385536763431933,-6.762133296898313
-4.385538272193435,-6.762084550063083
-4.385588754302845,-6.762101307322919
-4.385540066078932,-6.762174021180845
-4.385590473065305,-6.762213999593971
-4.385612313796082,-6.762196888248566
-4.385357677038505,-6.762143218456844
-4.3856643506611075,-6.762162870117022
-4.385600903292282,-6.762102222685376
-4.385518512777652,-6.762124166635008
-4.38549116292526,-6.762063934130305
-4.385526148640374,-6.762155235158899
-4.385535421511865,-6.762184473630763
-4.3855942441371765,-6.762195275713106
-4.385599123753442,-6.762190210434272
-4.38567015633036,-6.762053309035069
-4.385487351756336,-6.762168898466319
-4.385480796127168,-6.762151202421764
-4.378955403318466,-6.780533223604901
-4.385546601202681,-6.762204003562592
-4.385623690419512,-6.762098936177184
-4.385614755681307,-6.762199360136025
-4.385450823082241,-6.7621414954541645
-4.385467765775556,-6.7621395715038854
-4.385513362995514,-6.762096328677598
-4.385529644541145,-6.762190957290766
-4.385544449147318,-6.762133766053776
-4.385408243131379,-6.762111327449392
-4.3855338040913106,-6.762091393142733
-4.385683975469068,-6.762189439905949
-4.38555161649695,-6.762111725062401
-4.385606256276745,-6.76213213072704
-4.385497587787382,-6.7621906876534705
-4.38563503761838,-6.762215641168061
-4.385507565405048,-6.762189434524454
-4.385487791531196,-6.762211744293635
-4.385477253341417,-6.762167975541416
-4.385450504486102,-6.762189835052824
-4.3856552084746605,-6.762180689507362
-4.385491100883683,-6.762127630464811
-4.385637975657944,-6.762091120488539
-4.385513029800936,-6.762175882050652
-4.385533547200952,-6.762129032631667
-4.385431917291955,-6.7621623767791705
-4.385467943883747,-6.7621730928695625
-4.385597032251704,-6.762167615964109
-4.385575832401074,-6.762167668818134
-4.375170584015517,-6.753257368617667
-4.385407469688137,-6.762175482028522
-4.385417129337066,-6.762166443978496
-4.385474231202707,-6.762248645344307
-4.385779857673247,-6.762225340868849
-4.385579733115746,-6.762184364414611
-4.385505918808202,-6.762228688946653
-4.38551062988414,-6.762056532040182
-4.385618086667792,-6.762140898197039
-4.385638354518115,-6.7621722416602585
-4.38554180701421,-6.762223898506594
-4.385588576092063,-6.762160221006686
-4.385479513981861,-6.762163816617349
-4.385676303063622,-6.762095030517232
-4.385447747332457,-6.762137461031788
-4.385511707045679,-6.762117976325777
-4.385528947126268,-6.762173842831876
-4.385517508639774,-6.7621333860781085
-4.385468408487229,-6.762076353409721
-4.385511804119436,-6.762231320104178
-4.385476051079361,-6.7620772907032025
-4.335283014831306,-6.819405903454274
-4.385413413715118,-6.7622215905850505
-4.385363483492138,-6.762064494233809
-4.385476874744822,-6.76210100700417
-4.385608958272893,-6.762123749704138
-4.385613265382797,-6.762150569072382
-4.3854231007057365,-6.76216698481215
-4.385494461192303,-6.762151301490538
-4.385528981535367,-6.762121342060847
-4.385589367254582,-6.762113752247475
-4.385575108295727,-6.762063580437518
-4.38550597331643,-6.762072689097066
-4.385449991386786,-6.762133349643205
-4.385625794089863,-6.762209762385846
-4.385519773533144,-6.762226144970627
-4.385526709861518,-6.762081000449455
-4.385570761190846,-6.762163742396672
-4.385553423522451,-6.762172924558477
-4.385603855903275,-6.76215700307415
-4.385457192717498,-6.762083547307164
-4.385620814910611,-6.7621625975943696
-4.3856616986230526,-6.762117230055189
-4.3854725233806775,-6.7621494872239225
-4.385654615791145,-6.762092373281918
-4.385547903631372,-6.762127646574678
-4.385550890743304,-6.762142368166683
-4.385573513651009,-6.762112206274088
-4.385546901121825,-6.762085843012406
-4.385556079512552,-6.762170173351793
-4.385556134882345,-6.762210785047558
-4.3856604782288295,-6.761878910822432
-4.385654472695228,-6.76215015178704
-4.385460262549185,-6.762203673672702
-4.385361463953167,-6.762158524613262
-4.385541107724317,-6.762171814529499
-4.385500443699363,-6.762142009446925
-4.3855793089428206,-6.76214743121529
-4.385386467337544,-6.762162117152167
-4.385517166271504,-6.76212531778165
-4.385512948035974,-6.762250932175027
-4.385534142894,-6.76214725268702
-4.38551242737635,-6.762166290316451
-4.385547629666084,-6.762193806685468
-4.385484888893298,-6.762090347174971
-4.385463679550278,-6.762110787813275
-4.3856045439804685,-6.762181810303174
-4.385454498987565,-6.762252619197054
-4.385451953301108,-6.7621917275349075
-4.3857854942921355,-6.762193927697293
-4.385522575679238,-6.762130350521362
-4.385440706068835,-6.76221338448679
-4.385423774805212,-6.762218108547908
-4.385566366834922,-6.762214002349499
-4.385614745686427,-6.762134164439596
-4.385651235659828,-6.762127049934006
-4.385502402493127,-6.762174713406849
-4.385557901534592,-6.762202587417047
-4.385519332267433,-6.762232022184914
-4.3854630999535065,-6.762195593002055
-4.385526096033458,-6.762164671589781
-4.385330910897154,-6.762080899924015
-4.385555995108974,-6.762189099773436
-4.3855267963643385,-6.762179003453964
-4.38574823853792,-6.760605592761006
-4.385552068337672,-6.762172649387072
-4.38551107493226,-6.762120289767888
-4.385558306915313,-6.762177031125435
-4.373171166093018,-6.763347880435891
-4.335687672666786,-6.776807344553796
-4.385638748279284,-6.7621363853475644
-4.38557094064288,-6.762144669422876
-4.385588343635558,-6.762152985514542
-4.3855309035126036,-6.7622386859501
-4.385561647687657,-6.7622416792736075
-4.3855799176418895,-6.7621462096371205
-4.385488129806204,-6.762173251604996
-4.385562089492362,-6.762143925637878
-4.385430893458253,-6.762174845664269
-4.385580240827871,-6.762144831720088
-4.385454006735671,-6.762140292187611
-4.385524336084723,-6.762077815854813
-4.385632590655066,-6.762166808776019
-4.385530301266492,-6.762195513056863
-4.3856005682243495,-6.762211265815822
-4.385531305132623,-6.7621133440760515
-4.385524605023121,-6.7620705861223955
-4.385572368106394,-6.762285535569106
-4.385516965309772,-6.762206057430696
-4.3855558565287,-6.762106859807556
-4.38561613851367,-6.762141398761628
-4.385599943163665,-6.762186416094215
-4.38544650867818,-6.762234876702376
-4.385432167073164,-6.762214806860395
-4.3854325160666985,-6.762116812343769
-4.385456882667815,-6.762223969356878
-4.3855992841841225,-6.762199823729714
-4.3855622183675,-6.762198408540459
-4.385441469716701,-6.762118237633285
-4.385560025423418,-6.762193984536411
-4.38551171268141,-6.762221839468189
-4.385552598527425,-6.762119908574774
-4.385640731402879,-6.762195199195345
-4.385519693947655,-6.762171233167391
-4.385528508794003,-6.7620296620233855
-4.385536527509454,-6.762097145361317
-4.385438300908599,-6.762097482861289
-4.385507408309606,-6.762064228887611
-4.385610380018435,-6.762133382935498
-4.385334345270981,-6.761670995804666
-4.385509868370992,-6.762079914112919
-4.375099834497425,-6.7612650731229875
-4.385308624054849,-6.7620853191914065
-4.385584392619691,-6.762133754537924
-4.385610489826217,-6.762149787797433
-4.385644505846559,-6.762148975703713
-4.385367387768852,-6.762130739255076
-4.385583282328671,-6.762257100254338
-4.385572396612709,-6.762148248343346
-4.385600047863671,-6.7621845327243895
-4.385535011800068,-6.7620952100736975
-4.385441516763019,-6.762195874181106
-4.385579462999396,-6.762121537091627
-4.385566902369419,-6.762251425303079
-4.385597548828935,-6.762073111861585
-4.385495549511031,-6.76224657289403
-4.385443408470771,-6.762194269369737
-4.385602867731089,-6.762144037265859
-4.385644232502422,-6.7620569787578155
-4.385627910112401,-6.762129161828447
-4.385535568606939,-6.762131020650506
-4.3856517109752255,-6.762186625169266
-4.3856249592718495,-6.762165215425386
-4.385546470564523,-6.762097633416931
-4.385561618101042,-6.76217273525816
-4.385525130091998,-6.762167911135655
-4.385462851502182,-6.762071340052605
-4.385527234724512,-6.762156554556593
-4.385437612503487,-6.762207565309688
-4.385412116961657,-6.762073482182129
-4.385530112978251,-6.762231047878338
-4.3855419592038904,-6.762227384600301
-4.385569114903454,-6.76217124613948
-4.385653410102,-6.762130438696958
-4.3853842951515025,-6.762333698892943
-4.385461599922398,-6.76225973098159
-4.38543370231691,-6.762165612022437
-4.385538568772295,-6.762171547381136
-4.385478228859614,-6.762111221094694
-4.385463514550788,-6.762200504536695
-4.385466620938883,-6.762151494450898
-4.385530191986657,-6.762105170722742
-4.385917478753939,-6.762054883340125
-4.3810894797495985,-6.757948365227918
-4.385636287446366,-6.7621934055822415
-4.385644202583643,-6.762200039920384
-4.385620838296672,-6.762127903917045
-4.38563404289862,-6.762206541760786
-4.385653648538964,-6.7621848260150355
-4.385626413668746,-6.762152379493807
-4.385520875893546,-6.762189656127627
-4.385538392276687,-6.7622382703497035
-4.385533930984672,-6.762185340782579
-4.38559196707738,-6.762159917265868
-4.385526731216072,-6.76224528980729
-4.38555476627578,-6.762150633165102
-4.385522823353263,-6.762218557655906
-4.385543250788741,-6.762212966532182
-4.385572525785172,-6.762202511755365
-4.385388050690515,-6.762157210620128
-4.385451335148348,-6.762335249760782
-4.385582191212785,-6.762206640127405
-4.385435297018495,-6.762098175612772
-4.385661677505651,-6.762091442624389
-4.385539031615234,-6.762078654414268
-4.385639630624224,-6.7621108788734
-4.385597076843402,-6.762109177031395
-4.385728034266803,-6.762038678833964
-4.3855546313586675,-6.762138128848803
-4.385648072891626,-6.762264455565801
-4.385469756585795,-6.762172210787953
-4.385555159280299,-6.7620456222724
-4.385539044255559,-6.762238881685772
-4.385503654261709,-6.762193424116739
-4.38550417169064,-6.76211939621403
-4.385551154864614,-6.762130490484011
-4.385487746549358,-6.762182753097668
-4.385439649525303,-6.762214575920217
-4.385496876932131,-6.762193828535155
-4.392627908347196,-6.754382830355782
-4.385476315017816,-6.762092490684404
-4.385453282133652,-6.762258364006995
-4.385413789058176,-6.762101596386683
-4.385603098409779,-6.76216000464038
-4.38550955225979,-6.762134792311062
-4.385510737782483,-6.762318375683582
-4.385488417071682,-6.762162051223639
-4.385499550288735,-6.762149191430619
-4.385513692526891,-6.762156872068681
-4.385537828172322,-6.76216256351527
-4.385645448390468,-6.762151354931644
-4.38560284625889,-6.762082632869013
-4.385670749849791,-6.762238135649172
-4.385593858392035,-6.762151746528552
-4.385723687216847,-6.762155911367603
-4.385512970159252,-6.762202870595398
-4.385505372761954,-6.762145912176295
-4.3854893053687265,-6.762186623950846
-4.385509347810626,-6.762096948329568
-4.385556803962734,-6.762153435135977
-4.385634183897479,-6.762232150493533
-4.385716399511612,-6.762269565589789
-4.385548694249,-6.762268504555616
-4.3855707030023785,-6.7621806377236116
-4.385610068590871,-6.762266079489588
-4.385709976920126,-6.762240502056504
-4.3855581819324705,-6.762145319642752
-4.385470521039001,-6.7620999988153
-4.385612719447016,-6.762189337496066
-4.38558193686567,-6.762206047289892
-4.385666319130174,-6.76218288087381
-4.385494232034446,-6.7621984171631855
-4.370437311040739,-6.735449579192779
-4.3431078909066,-6.782627290636864
-4.385414366958979,-6.7621091817743455
-4.385514531617502,-6.762239344075906
-4.3856933759888825,-6.762064122928215
-4.385474747421835,-6.762216230809778
-4.385574211125179,-6.762172068733996
-4.384430791106347,-6.761370406892423
-4.391282860844179,-6.766606543714132
-4.3855852267984226,-6.76215547372575
-4.385416229229656,-6.762074143561795
-4.38555600440338,-6.762099897169116
-4.385605117230822,-6.762133119830221
-4.385564152863575,-6.762165482834315
-4.38535305573052,-6.762162553195054
-4.385662229725261,-6.762062174292345
-4.385487905568823,-6.762122331638535
-4.385511931199163,-6.762150810583608
-4.38551480456584,-6.762077867074172
-4.385477921150239,-6.762202450113061
-4.3854430774028295,-6.7620466169624
-4.385649763373862,-6.762164822917352
-4.373359684697203,-6.760384760745732
-4.385536677460072,-6.76215242144821
-4.434273962785817,-6.74995281347707
-4.389776533711434,-6.765898972101607
-4.385537847400716,-6.762141914105663
-4.385578760311033,-6.762194921808082
-4.385542952268199,-6.762221715851637
-4.385664743423701,-6.762166781856334
-4.385692032857301,-6.762220574723038
-4.38545432887678,-6.762125990073147
-4.385506201749576,-6.762103045251222
-4.385534913928324,-6.762238063838222
-4.385371929921271,-6.762176890029049
-4.385529505549636,-6.762163109485252
-4.385630115534249,-6.76224828091846
-4.385364613638989,-6.76220075444335
-4.385614699637259,-6.762171625746573
-4.385596069979124,-6.762171133415463
-4.385562135051036,-6.762177549862685
-4.385436439006779,-6.762152587200398
-4.385514304506516,-6.762196238096731
-4.385539614574593,-6.762132538337472
-4.3857230577048645,-6.76212494889709
-4.385475795375081,-6.7621133935750075
-4.385461772720071,-6.762254126157918
-4.3856540396085935,-6.762123203440901
-4.385465309771484,-6.762186550042571
-4.385753458687866,-6.762128595401505
-4.3856062587008,-6.762069670683961
-4.385608286684218,-6.762156448734053
-4.385617167871352,-6.762163992028104
-4.385615579402325,-6.762143437046155
-4.382676638163532,-6.757015170151941
-4.3855629222281785,-6.7621281856894155
-4.385602060323018,-6.7621838899096005
-4.385483902337298,-6.762236200527834
-4.385644935270965,-6.76214466603464
-4.385508950725323,-6.762148053210936
-4.385521772518755,-6.762176898985891
-4.385416055698072,-6.7620795411358685
-4.385636177119808,-6.76214182361741
-4.385510220859399,-6.762011918372781
-4.385542554108678,-6.762153181491497
-4.385474551713483,-6.762161381022636
-4.385558048792051,-6.7621212858429685
-4.385441480639753,-6.762208378380228
-4.3855675847364095,-6.762172249865744
-4.38557820096408,-6.762143485338705
-4.385510470757973,-6.762054660955083
-4.385595866746286,-6.762199684882732
-4.385476193779273,-6.762173402604583
-4.3854438129395215,-6.762244378041387
-4.385635177349838,-6.762216410286737
-4.38549621227804,-6.762183750943288
-4.385505370843831,-6.762101181686048
-4.3851205577704375,-6.7623067857132
-4.385545826029182,-6.762141488548694
-4.385634298853196,-6.762056022840005
-4.385416273994694,-6.762056203694742
-4.385405770359425,-6.762143755748938
-4.385509699795643,-6.76231661371498
-4.385589599429585,-6.762084811030255
-4.385532069433158,-6.762223146808512
-4.385501030300877,-6.762167811086099
-4.385460085594787,-6.7621248062779005
-4.3854422730374125,-6.762252784379419
-4.3857321379925,-6.76214842959614
-4.385591758896376,-6.762192034789801
-4.385455880869586,-6.7621508919405695
-4.385560904747211,-6.762157514743095
-4.385540164697157,-6.762131476870989
-4.385587594560461,-6.7621631369649045
-4.3854541838496965,-6.762085310058395
-4.385610559446336,-6.762051045033636
-4.3856384758660125,-6.7621143468603595
-4.383822511270941,-6.761460049146354
-4.385468725886474,-6.762183759788173
-4.385456366200791,-6.762172200177576
-4.385568139081754,-6.762153341518545
-4.385645221914826,-6.762263272270189
-4.385510196910452,-6.762201072173068
-4.3855292564168735,-6.76221155384615
-4.385608837127144,-6.762227462491296
-4.385560173129404,-6.76205135280191
-4.385573834853031,-6.762162303225096
-4.385485438382125,-6.762100118416853
-4.3854985514266955,-6.762194585338232
-4.385542834015633,-6.7621664087841
-4.38544384618262,-6.762129851638747
-4.385638486791331,-6.762199052786365
-4.385478000789936,-6.762167148671692
-4.385608399885776,-6.762082801058375
-4.385465144394686,-6.7622091802748985
-4.385586851170038,-6.762138613014182
-4.385654062204316,-6.762069595123333
-4.385593993246248,-6.762251101316379
-4.385586310579196,-6.762110638237403
-4.385604028491041,-6.762267968191375
-4.385588559982008,-6.762160759621841
-4.385532074722797,-6.762176490070431
-4.385504774571089,-6.762257140861776
-4.400531574893022,-6.820276733168954
-4.385446941699288,-6.762152811364594
-4.385446545250826,-6.762113444021858
-4.385536262387045,-6.762237428136059
-4.385516965243454,-6.762184498073833
-4.385552833910767,-6.762129698635613
-4.38564274874587,-6.762182335062211
-4.3854819065609005,-6.76211268730389
-4.385417218992035,-6.76216706377332
-4.385449068223546,-6.7622209280115815
-4.385404789931696,-6.762181094623322
-4.385462267429043,-6.762215443501855
-4.3856219333508975,-6.762208454440871
-4.385642834532897,-6.762167698514873
-4.3854901966962245,-6.762076195855303
-4.385575618748566,-6.762198318405729
-4.385521291210567,-6.7621740507944335
-4.385490512233444,-6.762135982933184
-4.385503518959879,-6.762049941608634
-4.380587964741614,-6.760732120492992
-4.385624479240936,-6.762060910078937
-4.385616043003085,-6.762155600536917
-4.385742546543767,-6.76210738554686
-4.385392666477759,-6.762226743355738
-4.385468059589337,-6.762262865407442
-4.385452897700572,-6.7621385670655
-4.380963899707124,-6.760665219736967
-4.3855840437113525,-6.762233841281984
-4.385630872616836,-6.762102554577487
-4.385591423149629,-6.762179562394724
-4.385390280354176,-6.762093954930501
-4.385650078798768,-6.762219658472053
-4.385474421127863,-6.76224729721754
-4.394524465658921,-6.763132570798049
-4.385530523896727,-6.762217494640406
-4.385453085443334,-6.762154304521416
-4.385566498057777,-6.762234052990247
-4.385627735207944,-6.762248861525645
-4.3856872131543625,-6.762157928113951
-4.385531308773724,-6.76212801085372
-4.3864019613229175,-6.762201876138143
-4.385495789964467,-6.762220285735616
-4.385633673517946,-6.762113856708113
-4.385676207718426,-6.762133994001941
-4.385630873783614,-6.762144750118383
-4.366599483611024,-6.770081276922592
-4.385550467192533,-6.762251106182427
-4.385552342358939,-6.762162981188652
-4.385510317812227,-6.762177233094109
-4.3855254015510585,-6.7621874650801
-4.385709402746553,-6.762172417914533
-4.385468322957033,-6.762142920956617
-4.385459278969415,-6.762202367751868
-4.38561510583217,-6.76210100702954
-4.3855313640609594,-6.762125682768044
-4.385529364618851,-6.762184417405096
-4.385577310001284,-6.762163221272387
-4.385595464254273,-6.76216760043992
-4.385466528437352,-6.762142252883784
-4.385522938493026,-6.762105760757649
-4.385595586732716,-6.762187739036586
-4.385596532897653,-6.762094348753508
-4.3853958581965875,-6.76209176741297
-4.385563868531991,-6.762176830179215
-4.385534680757919,-6.762178058612241
-4.385622441006073,-6.7621927539635545
-4.385622842508417,-6.762058131511744
-4.385545348104375,-6.762184370579826
-4.385525237368348,-6.7621243671889415
-4.385573165546849,-6.762187634030967
-4.385503534226954,-6.7620820081012925
-4.38552165054093,-6.7621405328176385
-4.385436530835122,-6.762156511222288
-4.3855511030374705,-6.762219467305009
-4.385596433223028,-6.76211461783264
-4.385640313390365,-6.762236368612238
-4.385521339170004,-6.762106960920586
-4.385498607905392,-6.76213236636802
-4.3855978633361214,-6.762155124811132
-4.385600976564941,-6.762174903753173
-4.385383891726377,-6.762140699117893
-4.385340811203909,-6.762106065294051
-4.385545107151128,-6.762032389545508
-4.385621989672186,-6.762190661244052
-4.38550603729124,-6.762132994290184
-4.385619134199736,-6.762094310018099
-4.38554586679766,-6.762269781211829
-4.38553780060815,-6.762150112393877
-4.385478884679976,-6.762242336196096
-4.385594039959804,-6.762118223668225
-4.385616282165809,-6.762146639457613
-4.385664831149814,-6.762215800650747
-4.385575147491953,-6.762085769933871
-4.38550881391988,-6.762056993915546
-4.3854772341848856,-6.762173628053967
-4.385467246971367,-6.762118230406279
-4.385614436099848,-6.762151758249138
-4.385426600881962,-6.762087324058893
-4.385498748717224,-6.762264558549643
-4.385664060504337,-6.762078964993504
-4.385478012901807,-6.762127084250349
-4.385574354238032,-6.762121788790079
-4.388513240502589,-6.802959921520832
-4.385474527314748,-6.762142324411405
-4.38571819195188,-6.7622089048012315
-4.3854802124996155,-6.7622135367364615
-4.385551446519215,-6.762191124779317
-4.385545508460704,-6.762153133081384
-4.385566641420462,-6.762129068822198
-4.385380593843572,-6.762069103678225
-4.385537406063945,-6.762153714924845
-4.38553303691337,-6.7621409937334676
-4.385491360011566,-6.7620677468513914
-4.385471526179433,-6.7620994082007195
-4.385521330228623,-6.762099019721658
-4.385560399562795,-6.76219172476434
-4.385597163978472,-6.762140636720055
-4.385603557624182,-6.762140812760335
-4.38562542194317,-6.762127649657943
-4.3855749946883975,-6.762121622274389
-4.385388261693266,-6.7621673327752
-4.385746375917212,-6.762179958646529
-4.385420510649627,-6.762174263042469
-4.385437955390645,-6.762211283742496
-4.3855218659241855,-6.762124338627722
-4.385386109250513,-6.762065282726414
-4.385639772380868,-6.762218404536029
-4.3856487399392154,-6.762152587207039
-4.385524063145289,-6.76218955949667
-4.385542731877403,-6.762173153184312
-4.385626778015819,-6.762128940708071
-4.385454677301436,-6.762234454909813
-4.3855104386655315,-6.762137931747671
-4.38566340287182,-6.762203349555357
-4.38546986647913,-6.762203109846183
-4.385245398034583,-6.76213365378397
-4.385611239642735,-6.762141072285437
-4.385645871666159,-6.762206188506041
-4.385562021779609,-6.762160486466318
-4.385581162267285,-6.762180393603222
-4.3855955295282865,-6.762213630981205
-4.385752537775712,-6.762119282009438
-4.385622055676676,-6.762142093617715
-4.385492797058084,-6.762047569132291
-4.385498843597048,-6.762098444391566
-4.385513105119987,-6.762166628821183
-4.385515384982273,-6.762187450365356
-4.38557638505303,-6.762063385109187
-4.385565517414599,-6.762126580980826
-4.385553440496671,-6.762205106263138
-4.385549646746047,-6.762114635391155
-4.385485777156235,-6.762184995527087
-4.3855346315133605,-6.7621770589267625
-4.385569365543231,-6.76216113829716
-4.385671696210194,-6.762182966562433
-4.385440437025858,-6.762179128102072
-4.385487108720422,-6.762154417476909
-4.385693550989839,-6.76218458996537
-4.385683431922533,-6.762167190607112
-4.3856118947939855,-6.762103247902673
-4.385426074281882,-6.762167476206673
-4.38553426314352,-6.762090992708259
-4.385614369573749,-6.762117876406068
-4.385519726030392,-6.762129657716578
-4.393921207063886,-6.760888937860373
-4.385494719607405,-6.76228646415324
-4.385484717338658,-6.762120170487039
-4.385512593768842,-6.7620498438942676
-4.385524584837435,-6.762099216569183
-4.38551792588965,-6.7622222506284775
-4.385529292071776,-6.762150053668216
-4.385634046329307,-6.762123552960518
-4.3854384851624895,-6.762136295012119
-4.3855984553652485,-6.762130594761464
-4.385657098945243,-6.762176883536021
-4.385649666747002,-6.7621523531204195
-4.385564603898185,-6.762240285335098
-4.385553961551746,-6.762150724212296
-4.385574996754265,-6.762094946257661
-4.385436656280687,-6.762110690906201
-4.385708297519947,-6.762197798327513
-4.385549886978319,-6.76207943077055
-4.385536261441588,-6.762126547520857
-4.385652954794656,-6.762330268302697
-4.385666016755908,-6.762208319490724
-4.38558832031898,-6.762095808791688
-4.385649494288795,-6.762117728359654
-4.385541938628908,-6.762106496050421
-4.381223609107805,-6.756671921963492
-4.385591649329766,-6.76221493780503
-4.385543665864064,-6.762040448845903
-4.385455380144039,-6.762125187355554
-4.385453981923796,-6.762116516201876
-4.38564186210949,-6.762228484407279
-4.385475151432578,-6.762161896998993
